ENSEMBL,SYMBOL,Binding_Sites,In_NDD_Databases,NDD_Categories
ENSG00000158122,PRXL2C,1,FALSE,NA
ENSG00000158458,NRG2,1,FALSE,NA
ENSG00000159173,TNNI1,1,FALSE,NA
ENSG00000159445,THEM4,1,FALSE,NA
ENSG00000159692,CTBP1,1,FALSE,NA
ENSG00000160007,ARHGAP35,1,FALSE,NA
ENSG00000160191,PDE9A,1,FALSE,NA
ENSG00000160818,GPATCH4,1,FALSE,NA
ENSG00000160999,SH2B2,1,FALSE,NA
ENSG00000161643,SIGLEC16,1,FALSE,NA
ENSG00000162761,LMX1A,1,FALSE,NA
ENSG00000162849,KIF26B,1,FALSE,NA
ENSG00000162888,IKBKE-AS1,1,FALSE,NA
ENSG00000162896,PIGR,1,FALSE,NA
ENSG00000162992,NEUROD1,1,FALSE,NA
ENSG00000163050,COQ8A,1,FALSE,NA
ENSG00000163376,KBTBD8,1,FALSE,NA
ENSG00000163393,SLC22A15,1,FALSE,NA
ENSG00000163406,SLC15A2,1,FALSE,NA
ENSG00000163590,PPM1L,1,FALSE,NA
ENSG00000163600,ICOS,1,FALSE,NA
ENSG00000163624,CDS1,1,FALSE,NA
ENSG00000163705,FANCD2OS,1,FALSE,NA
ENSG00000163710,PCOLCE2,1,FALSE,NA
ENSG00000163785,RYK,1,FALSE,NA
ENSG00000163864,NMNAT3,1,FALSE,NA
ENSG00000163885,CFAP100,1,FALSE,NA
ENSG00000163947,ARHGEF3,1,FALSE,NA
ENSG00000163995,ABLIM2,1,FALSE,NA
ENSG00000164082,GRM2,1,FALSE,NA
ENSG00000164087,POC1A,1,FALSE,NA
ENSG00000164144,ARFIP1,1,FALSE,NA
ENSG00000164188,RANBP3L,1,FALSE,NA
ENSG00000164211,STARD4,1,FALSE,NA
ENSG00000164305,CASP3,1,FALSE,NA
ENSG00000164326,CARTPT,1,FALSE,NA
ENSG00000164542,MATCAP2,1,FALSE,NA
ENSG00000164597,COG5,1,FALSE,NA
ENSG00000164830,OXR1,1,FALSE,NA
ENSG00000165028,NIPSNAP3B,1,FALSE,NA
ENSG00000165105,RASEF,1,FALSE,NA
ENSG00000165138,ANKS6,1,FALSE,NA
ENSG00000165259,HDX,1,FALSE,NA
ENSG00000165304,MELK,1,FALSE,NA
ENSG00000165379,LRFN5,1,FALSE,NA
ENSG00000165409,TSHR,1,FALSE,NA
ENSG00000165521,EML5,1,FALSE,NA
ENSG00000165623,UCMA,1,FALSE,NA
ENSG00000165661,QSOX2,1,FALSE,NA
ENSG00000165682,CLEC1B,1,FALSE,NA
ENSG00000165914,TTC7B,1,FALSE,NA
ENSG00000165934,CPSF2,1,FALSE,NA
ENSG00000166033,HTRA1,1,FALSE,NA
ENSG00000166111,SVOP,1,FALSE,NA
ENSG00000166197,NOLC1,1,FALSE,NA
ENSG00000166211,SPIC,1,FALSE,NA
ENSG00000166261,ZNF202,1,FALSE,NA
ENSG00000166263,STXBP4,1,FALSE,NA
ENSG00000166268,MYRFL,1,FALSE,NA
ENSG00000166407,LMO1,1,FALSE,NA
ENSG00000166415,WDR72,1,FALSE,NA
ENSG00000166446,CDYL2,1,FALSE,NA
ENSG00000166501,PRKCB,1,FALSE,NA
ENSG00000166575,TMEM135,1,FALSE,NA
ENSG00000166897,ELFN2,1,FALSE,NA
ENSG00000166913,YWHAB,1,FALSE,NA
ENSG00000166949,SMAD3,1,FALSE,NA
ENSG00000167315,ACAA2,1,FALSE,NA
ENSG00000167508,MVD,1,FALSE,NA
ENSG00000167881,SRP68,1,FALSE,NA
ENSG00000167904,TMEM68,1,FALSE,NA
ENSG00000168060,NAALADL1,1,FALSE,NA
ENSG00000168175,MAPK1IP1L,1,FALSE,NA
ENSG00000168214,RBPJ,1,FALSE,NA
ENSG00000168333,PPDPFL,1,FALSE,NA
ENSG00000168389,MFSD2A,1,FALSE,NA
ENSG00000168461,RAB31,1,FALSE,NA
ENSG00000168546,GFRA2,1,FALSE,NA
ENSG00000168610,STAT3,1,FALSE,NA
ENSG00000168917,SLC35G2,1,FALSE,NA
ENSG00000169031,COL4A3,1,FALSE,NA
ENSG00000169047,IRS1,1,FALSE,NA
ENSG00000169083,AR,1,FALSE,NA
ENSG00000169118,CSNK1G1,1,FALSE,NA
ENSG00000169282,KCNAB1,1,FALSE,NA
ENSG00000169507,SLC38A11,1,FALSE,NA
ENSG00000169760,NLGN1,1,TRUE,Synaptopathy
ENSG00000169777,TAS2R1,1,FALSE,NA
ENSG00000169856,ONECUT1,1,FALSE,NA
ENSG00000169860,P2RY1,1,FALSE,NA
ENSG00000169862,CTNND2,1,FALSE,NA
ENSG00000169884,WNT10B,1,FALSE,NA
ENSG00000169933,FRMPD4,1,FALSE,NA
ENSG00000169946,ZFPM2,1,FALSE,NA
ENSG00000170044,ZPLD1,1,FALSE,NA
ENSG00000170142,UBE2E1,1,FALSE,NA
ENSG00000170180,GYPA,1,FALSE,NA
ENSG00000170214,ADRA1B,1,FALSE,NA
ENSG00000170390,DCLK2,1,FALSE,NA
ENSG00000170417,TMEM182,1,FALSE,NA
ENSG00000170485,NPAS2,1,FALSE,NA
ENSG00000170558,CDH2,1,FALSE,NA
ENSG00000170775,GPR37,1,FALSE,NA
ENSG00000170776,AKAP13,1,FALSE,NA
ENSG00000170927,PKHD1,1,FALSE,NA
ENSG00000171055,FEZ2,1,FALSE,NA
ENSG00000171103,TRMT61B,1,FALSE,NA
ENSG00000171132,PRKCE,1,FALSE,NA
ENSG00000171241,SHCBP1,1,FALSE,NA
ENSG00000171408,PDE7B,1,FALSE,NA
ENSG00000171502,COL24A1,1,FALSE,NA
ENSG00000171603,CLSTN1,1,FALSE,NA
ENSG00000171723,GPHN,1,FALSE,NA
ENSG00000171843,MLLT3,1,FALSE,NA
ENSG00000171855,IFNB1,1,FALSE,NA
ENSG00000171914,TLN2,1,FALSE,NA
ENSG00000172264,MACROD2,1,FALSE,NA
ENSG00000172399,MYOZ2,1,FALSE,NA
ENSG00000172650,AGAP5,1,FALSE,NA
ENSG00000172728,FUT10,1,FALSE,NA
ENSG00000172738,TMEM217,1,FALSE,NA
ENSG00000173068,BNC2,1,FALSE,NA
ENSG00000173077,DELEC1,1,FALSE,NA
ENSG00000173335,CST9,1,FALSE,NA
ENSG00000173517,PEAK1,1,FALSE,NA
ENSG00000173578,XCR1,1,FALSE,NA
ENSG00000173585,CCR9,1,FALSE,NA
ENSG00000173641,HSPB7,1,FALSE,NA
ENSG00000173744,AGFG1,1,FALSE,NA
ENSG00000173889,PHC3,1,FALSE,NA
ENSG00000174021,GNG5,1,FALSE,NA
ENSG00000174502,SLC26A9,1,FALSE,NA
ENSG00000174695,TMEM167A,1,FALSE,NA
ENSG00000174839,DENND6A,1,FALSE,NA
ENSG00000175087,PDIK1L,1,FALSE,NA
ENSG00000175344,CHRNA7,1,FALSE,NA
ENSG00000175445,LPL,1,FALSE,NA
ENSG00000175497,DPP10,1,FALSE,NA
ENSG00000175809,CBLL2,1,FALSE,NA
ENSG00000175877,TMEM270,1,FALSE,NA
ENSG00000176124,DLEU1,1,FALSE,NA
ENSG00000176142,TMEM39A,1,FALSE,NA
ENSG00000176542,USF3,1,FALSE,NA
ENSG00000176748,OR52Z1P,1,FALSE,NA
ENSG00000176771,NCKAP5,1,FALSE,NA
ENSG00000177138,FAM9B,1,FALSE,NA
ENSG00000177182,CLVS1,1,FALSE,NA
ENSG00000177468,OLIG3,1,FALSE,NA
ENSG00000177879,AP3S1,1,FALSE,NA
ENSG00000177990,DPY19L2,1,FALSE,NA
ENSG00000178031,ADAMTSL1,1,FALSE,NA
ENSG00000178033,CALHM5,1,FALSE,NA
ENSG00000178075,GRAMD1C,1,FALSE,NA
ENSG00000178105,DDX10,1,FALSE,NA
ENSG00000178177,LCORL,1,FALSE,NA
ENSG00000178404,CEP295NL,1,FALSE,NA
ENSG00000178722,LINC03122,1,FALSE,NA
ENSG00000178776,C5orf46,1,FALSE,NA
ENSG00000178795,GDPD4,1,FALSE,NA
ENSG00000179104,TMTC2,1,FALSE,NA
ENSG00000179152,TCAIM,1,FALSE,NA
ENSG00000179241,LDLRAD3,1,FALSE,NA
ENSG00000179915,NRXN1,1,TRUE,ASD_SFARI_HighConf; Synaptopathy
ENSG00000180626,ZNF594,1,FALSE,NA
ENSG00000181192,DHTKD1,1,FALSE,NA
ENSG00000181610,MRPS23,1,FALSE,NA
ENSG00000181634,TNFSF15,1,FALSE,NA
ENSG00000182132,KCNIP1,1,FALSE,NA
ENSG00000182158,CREB3L2,1,FALSE,NA
ENSG00000182197,EXT1,1,FALSE,NA
ENSG00000182583,VCX,1,FALSE,NA
ENSG00000182634,OR10G7,1,FALSE,NA
ENSG00000182732,RGS6,1,FALSE,NA
ENSG00000182957,SPATA13,1,FALSE,NA
ENSG00000183023,SLC8A1,1,FALSE,NA
ENSG00000183346,CABCOCO1,1,FALSE,NA
ENSG00000183760,ACP7,1,FALSE,NA
ENSG00000184156,KCNQ3,1,TRUE,Epilepsy_Core
ENSG00000184220,CMSS1,1,FALSE,NA
ENSG00000184349,EFNA5,1,FALSE,NA
ENSG00000184564,SLITRK6,1,FALSE,NA
ENSG00000184719,RNLS,1,FALSE,NA
ENSG00000184828,ZBTB7C,1,FALSE,NA
ENSG00000184903,IMMP2L,1,FALSE,NA
ENSG00000185008,ROBO2,1,FALSE,NA
ENSG00000185306,C12orf56,1,FALSE,NA
ENSG00000185345,PRKN,1,FALSE,NA
ENSG00000185432,TMT1A,1,FALSE,NA
ENSG00000185483,ROR1,1,FALSE,NA
ENSG00000185652,NTF3,1,FALSE,NA
ENSG00000185774,KCNIP4,1,FALSE,NA
ENSG00000185842,DNAH14,1,FALSE,NA
ENSG00000185873,TMPRSS11B,1,FALSE,NA
ENSG00000185920,PTCH1,1,FALSE,NA
ENSG00000186051,TAL2,1,FALSE,NA
ENSG00000186073,CDIN1,1,FALSE,NA
ENSG00000186132,C2orf76,1,FALSE,NA
ENSG00000186187,ZNRF1,1,FALSE,NA
ENSG00000186472,PCLO,1,FALSE,NA
ENSG00000186810,CXCR3,1,FALSE,NA
ENSG00000186908,ZDHHC17,1,FALSE,NA
ENSG00000187037,GPR141,1,FALSE,NA
ENSG00000187098,MITF,1,FALSE,NA
ENSG00000187715,KBTBD12,1,FALSE,NA
ENSG00000187736,NHEJ1,1,FALSE,NA
ENSG00000187823,RTL4,1,FALSE,NA
ENSG00000187866,PABIR1,1,FALSE,NA
ENSG00000187957,DNER,1,FALSE,NA
ENSG00000188191,PRKAR1B,1,FALSE,NA
ENSG00000188352,FOCAD,1,FALSE,NA
ENSG00000188419,CHM,1,FALSE,NA
ENSG00000188559,RALGAPA2,1,FALSE,NA
ENSG00000188585,CLEC20A,1,FALSE,NA
ENSG00000188596,CFAP54,1,FALSE,NA
ENSG00000188659,SAXO2,1,FALSE,NA
ENSG00000188869,TMC3,1,FALSE,NA
ENSG00000189037,DUSP21,1,FALSE,NA
ENSG00000189108,IL1RAPL2,1,FALSE,NA
ENSG00000189283,FHIT,1,FALSE,NA
ENSG00000189367,KIAA0408,1,FALSE,NA
ENSG00000196116,TDRD7,1,FALSE,NA
ENSG00000196233,LCOR,1,FALSE,NA
ENSG00000196284,SUPT3H,1,FALSE,NA
ENSG00000196470,SIAH1,1,FALSE,NA
ENSG00000196576,PLXNB2,1,FALSE,NA
ENSG00000196636,SDHAF3,1,FALSE,NA
ENSG00000196664,TLR7,1,FALSE,NA
ENSG00000196715,VKORC1L1,1,FALSE,NA
ENSG00000197077,KIAA1671,1,FALSE,NA
ENSG00000197142,ACSL5,1,FALSE,NA
ENSG00000197299,BLM,1,FALSE,NA
ENSG00000197381,ADARB1,1,FALSE,NA
ENSG00000197430,OPALIN,1,FALSE,NA
ENSG00000197506,SLC28A3,1,FALSE,NA
ENSG00000197535,MYO5A,1,FALSE,NA
ENSG00000197601,FAR1,1,FALSE,NA
ENSG00000197603,CPLANE1,1,FALSE,NA
ENSG00000197747,S100A10,1,FALSE,NA
ENSG00000197816,CCDC180,1,FALSE,NA
ENSG00000197888,UGT2B17,1,FALSE,NA
ENSG00000197912,SPG7,1,FALSE,NA
ENSG00000197992,CLEC9A,1,FALSE,NA
ENSG00000198121,LPAR1,1,FALSE,NA
ENSG00000198223,CSF2RA,1,FALSE,NA
ENSG00000198286,CARD11,1,FALSE,NA
ENSG00000198382,UVRAG,1,FALSE,NA
ENSG00000198612,COPS8,1,FALSE,NA
ENSG00000198722,UNC13B,1,FALSE,NA
ENSG00000198879,SFMBT2,1,FALSE,NA
ENSG00000198887,SMC5,1,FALSE,NA
ENSG00000198900,TOP1,1,FALSE,NA
ENSG00000199552,LOC124900196,1,FALSE,NA
ENSG00000200496,LOC124900305,1,FALSE,NA
ENSG00000200733,LOC124903257,1,FALSE,NA
ENSG00000201316,LOC124902078,1,FALSE,NA
ENSG00000201465,LOC124900243,1,FALSE,NA
ENSG00000203721,LINC00862,1,FALSE,NA
ENSG00000203799,CCDC162P,1,FALSE,NA
ENSG00000204103,MAFB,1,FALSE,NA
ENSG00000204394,VARS1,1,FALSE,NA
ENSG00000204516,MICB,1,FALSE,NA
ENSG00000204572,KRTAP5-10,1,FALSE,NA
ENSG00000204711,CFAP95,1,FALSE,NA
ENSG00000204713,TRIM27,1,FALSE,NA
ENSG00000204852,TCTN1,1,FALSE,NA
ENSG00000205054,LINC01121,1,FALSE,NA
ENSG00000205502,C2CD4B,1,FALSE,NA
ENSG00000205636,LINC00583,1,FALSE,NA
ENSG00000205726,ITSN1,1,FALSE,NA
ENSG00000205835,GMNC,1,FALSE,NA
ENSG00000205927,OLIG2,1,FALSE,NA
ENSG00000206129,LINC03069,1,FALSE,NA
ENSG00000206560,ANKRD28,1,FALSE,NA
ENSG00000206579,XKR4,1,FALSE,NA
ENSG00000206633,SNORA80B,1,FALSE,NA
ENSG00000207147,LOC124900473,1,FALSE,NA
ENSG00000207578,MIR583,1,FALSE,NA
ENSG00000207705,MIR129-1,1,FALSE,NA
ENSG00000207930,MIR603,1,FALSE,NA
ENSG00000207943,MIR634,1,FALSE,NA
ENSG00000208014,MIR653,1,FALSE,NA
ENSG00000213024,NUP62,1,FALSE,NA
ENSG00000214013,GANC,1,FALSE,NA
ENSG00000214691,LINC01913,1,FALSE,NA
ENSG00000215454,KRTAP10-4,1,FALSE,NA
ENSG00000215808,LINC01139,1,FALSE,NA
ENSG00000215817,ZC3H11B,1,FALSE,NA
ENSG00000218336,TENM3,1,FALSE,NA
ENSG00000219545,UMAD1,1,FALSE,NA
ENSG00000221325,MIR1200,1,FALSE,NA
ENSG00000221369,MIR548G,1,FALSE,NA
ENSG00000221436,MIR548F3,1,FALSE,NA
ENSG00000221616,MIR548H4,1,FALSE,NA
ENSG00000221639,LOC124900180,1,FALSE,NA
ENSG00000221914,PPP2R2A,1,FALSE,NA
ENSG00000221986,MYBPHL,1,FALSE,NA
ENSG00000223466,LINC01825,1,FALSE,NA
ENSG00000223485,LINC01615,1,FALSE,NA
ENSG00000223502,LOC102724719,1,FALSE,NA
ENSG00000224186,PITX1-AS1,1,FALSE,NA
ENSG00000224445,LINC01708,1,FALSE,NA
ENSG00000224609,HSD52,1,FALSE,NA
ENSG00000225528,TMA7B,1,FALSE,NA
ENSG00000226017,PRICKLE2-AS3,1,FALSE,NA
ENSG00000226053,LINC01776,1,FALSE,NA
ENSG00000226159,LINC01375,1,FALSE,NA
ENSG00000226397,LINC02909,1,FALSE,NA
ENSG00000226496,LINC00323,1,FALSE,NA
ENSG00000226533,BTBD9-AS1,1,FALSE,NA
ENSG00000226673,LINC01108,1,FALSE,NA
ENSG00000226754,MAGOH-DT,1,FALSE,NA
ENSG00000227060,LINC00629,1,FALSE,NA
ENSG00000227290,LINC01364,1,FALSE,NA
ENSG00000227360,LOC105378073,1,FALSE,NA
ENSG00000227418,PCGEM1,1,FALSE,NA
ENSG00000227456,LINC00310,1,FALSE,NA
ENSG00000227555,MIR4290HG,1,FALSE,NA
ENSG00000228495,LINC01013,1,FALSE,NA
ENSG00000228566,LOC124902439,1,FALSE,NA
ENSG00000228590,MIR4432HG,1,FALSE,NA
ENSG00000229191,LOC101929305,1,FALSE,NA
ENSG00000229240,LINC00710,1,FALSE,NA
ENSG00000229613,LINC01501,1,FALSE,NA
ENSG00000229688,CRPPA-AS1,1,FALSE,NA
ENSG00000229876,CASC20,1,FALSE,NA
ENSG00000230789,ARHGAP26-IT1,1,FALSE,NA
ENSG00000230873,STMND1,1,FALSE,NA
ENSG00000230991,LOC105373696,1,FALSE,NA
ENSG00000231420,LINC01817,1,FALSE,NA
ENSG00000231574,LINC02015,1,FALSE,NA
ENSG00000231683,KILH,1,FALSE,NA
ENSG00000231689,LINC01090,1,FALSE,NA
ENSG00000231768,LINC01354,1,FALSE,NA
ENSG00000231826,LINC01819,1,FALSE,NA
ENSG00000231873,LOC105377043,1,FALSE,NA
ENSG00000232825,PLPPR5-AS1,1,FALSE,NA
ENSG00000232878,DPYD-AS1,1,FALSE,NA
ENSG00000233834,GIRGL,1,FALSE,NA
ENSG00000233882,LINC01680,1,FALSE,NA
ENSG00000234118,RPL13AP6,1,FALSE,NA
ENSG00000234432,LINC02983,1,FALSE,NA
ENSG00000234884,GRK3-AS1,1,FALSE,NA
ENSG00000235123,DSCAM-AS1,1,FALSE,NA
ENSG00000235272,RAMACL,1,FALSE,NA
ENSG00000235545,DOCK7-DT,1,FALSE,NA
ENSG00000235903,CPB2-AS1,1,FALSE,NA
ENSG00000236013,LINC02941,1,FALSE,NA
ENSG00000236076,LINC01072,1,FALSE,NA
ENSG00000236242,MYO16-AS1,1,FALSE,NA
ENSG00000236306,LINC01241,1,FALSE,NA
ENSG00000236393,LINC03099,1,FALSE,NA
ENSG00000236950,LINC01774,1,FALSE,NA
ENSG00000237009,GLIS3-AS1,1,FALSE,NA
ENSG00000237064,EIF3IP1,1,FALSE,NA
ENSG00000237250,LOC100130331,1,FALSE,NA
ENSG00000237461,LOC101928438,1,FALSE,NA
ENSG00000237872,POU5F1P4,1,FALSE,NA
ENSG00000238212,LINC02096,1,FALSE,NA
ENSG00000240012,SLC9A9-AS1,1,FALSE,NA
ENSG00000240184,PCDHGC3,1,FALSE,NA
ENSG00000240303,ACAD11,1,FALSE,NA
ENSG00000240498,CDKN2B-AS1,1,FALSE,NA
ENSG00000240563,L1TD1,1,FALSE,NA
ENSG00000240891,PLCXD2,1,FALSE,NA
ENSG00000242370,KCNAB1-AS1,1,FALSE,NA
ENSG00000244122,UGT1A7,1,FALSE,NA
ENSG00000244694,PTCHD4,1,FALSE,NA
ENSG00000245105,A2M-AS1,1,FALSE,NA
ENSG00000245750,DRAIC,1,FALSE,NA
ENSG00000246130,TNFRSF10B-AS1,1,FALSE,NA
ENSG00000246528,SLCO5A1-AS1,1,FALSE,NA
ENSG00000247151,CSTF3-DT,1,FALSE,NA
ENSG00000247708,STX18-AS1,1,FALSE,NA
ENSG00000248309,MEF2C-AS1,1,FALSE,NA
ENSG00000248473,LINC01962,1,FALSE,NA
ENSG00000248508,SRP14-DT,1,FALSE,NA
ENSG00000248727,LINC01948,1,FALSE,NA
ENSG00000248809,LINC01095,1,FALSE,NA
ENSG00000248837,LOC105374524,1,FALSE,NA
ENSG00000248905,FMN1,1,FALSE,NA
ENSG00000249241,LINC02265,1,FALSE,NA
ENSG00000249297,LINC02174,1,FALSE,NA
ENSG00000249317,LOC105377480,1,FALSE,NA
ENSG00000249396,LINC02212,1,FALSE,NA
ENSG00000249464,LINC01091,1,FALSE,NA
ENSG00000249502,MED28-DT,1,FALSE,NA
ENSG00000249818,LOC102724700,1,FALSE,NA
ENSG00000250075,LOC101927237,1,FALSE,NA
ENSG00000250102,LINC02377,1,FALSE,NA
ENSG00000250298,GIMD1,1,FALSE,NA
ENSG00000250634,LINC01085,1,FALSE,NA
ENSG00000251027,LINC01950,1,FALSE,NA
ENSG00000251210,LINC02270,1,FALSE,NA
ENSG00000251246,EFNA4-EFNA3,1,FALSE,NA
ENSG00000251497,PITPNM2-AS1,1,FALSE,NA
ENSG00000251676,SNHG27,1,FALSE,NA
ENSG00000252765,LOC124900440,1,FALSE,NA
ENSG00000253008,MIR2355,1,FALSE,NA
ENSG00000253140,LINC02947,1,FALSE,NA
ENSG00000253199,LINC02153,1,FALSE,NA
ENSG00000253205,LOC105375875,1,FALSE,NA
ENSG00000253434,LOC105375707,1,FALSE,NA
ENSG00000253474,LOC105375826,1,FALSE,NA
ENSG00000253522,MIR3142HG,1,FALSE,NA
ENSG00000253661,ZFHX4-AS1,1,FALSE,NA
ENSG00000253665,LOC105379385,1,FALSE,NA
ENSG00000253682,LOC105375638,1,FALSE,NA
ENSG00000253796,LOC101927413,1,FALSE,NA
ENSG00000253837,LOXL2-AS1,1,FALSE,NA
ENSG00000253871,LOC101929488,1,FALSE,NA
ENSG00000253983,LOC105375903,1,FALSE,NA
ENSG00000254453,NAV2-AS2,1,FALSE,NA
ENSG00000254530,LINC02755,1,FALSE,NA
ENSG00000254588,ETS1-AS1,1,FALSE,NA
ENSG00000254709,IGLL5,1,FALSE,NA
ENSG00000255178,LINC02720,1,FALSE,NA
ENSG00000255248,MIR100HG,1,FALSE,NA
ENSG00000255335,LINC02729,1,FALSE,NA
ENSG00000255571,MIR9-3HG,1,FALSE,NA
ENSG00000256259,LINC02425,1,FALSE,NA
ENSG00000257242,LINC01619,1,FALSE,NA
ENSG00000257883,LINC03088,1,FALSE,NA
ENSG00000257893,LINC02404,1,FALSE,NA
ENSG00000258100,LINC02823,1,FALSE,NA
ENSG00000258220,LINC02424,1,FALSE,NA
ENSG00000258274,CRADD-AS1,1,FALSE,NA
ENSG00000258502,LINC02290,1,FALSE,NA
ENSG00000258940,MIA2-AS1,1,FALSE,NA
ENSG00000259107,LINC00911,1,FALSE,NA
ENSG00000259219,LOC105371022,1,FALSE,NA
ENSG00000259663,ISL1-DT,1,FALSE,NA
ENSG00000259768,ZFHX3-AS1,1,FALSE,NA
ENSG00000260468,LINC01290,1,FALSE,NA
ENSG00000260937,LOC105370829,1,FALSE,NA
ENSG00000261371,PECAM1,1,FALSE,NA
ENSG00000261616,TTC23-AS1,1,FALSE,NA
ENSG00000261638,LOC105371296,1,FALSE,NA
ENSG00000262686,GLIS2-AS1,1,FALSE,NA
ENSG00000263409,MIR4747,1,FALSE,NA
ENSG00000263667,LINC03066,1,FALSE,NA
ENSG00000264014,MIR4253,1,FALSE,NA
ENSG00000264069,MIR3943,1,FALSE,NA
ENSG00000264084,MIR5688,1,FALSE,NA
ENSG00000264386,MIR4513,1,FALSE,NA
ENSG00000264522,OTUD7B,1,FALSE,NA
ENSG00000264763,MIR4295,1,FALSE,NA
ENSG00000265180,MIR4790,1,FALSE,NA
ENSG00000265375,MIR4679-2,1,FALSE,NA
ENSG00000265376,MIR466,1,FALSE,NA
ENSG00000266063,MIR4771-2,1,FALSE,NA
ENSG00000266110,MIR4423,1,FALSE,NA
ENSG00000266421,MIR4451,1,FALSE,NA
ENSG00000267026,LOC102724684,1,FALSE,NA
ENSG00000267296,CEBPA-DT,1,FALSE,NA
ENSG00000267575,LINC02987,1,FALSE,NA
ENSG00000267959,MIR3188,1,FALSE,NA
ENSG00000268629,TEX13A,1,FALSE,NA
ENSG00000269821,KCNQ1OT1,1,FALSE,NA
ENSG00000271086,NAMA,1,FALSE,NA
ENSG00000271850,LINC02343,1,FALSE,NA
ENSG00000272243,LOC105377858,1,FALSE,NA
ENSG00000274705,MIR486-1,1,FALSE,NA
ENSG00000275835,TUBGCP5,1,FALSE,NA
ENSG00000276524,LINC03065,1,FALSE,NA
ENSG00000276759,LINC03106,1,FALSE,NA
ENSG00000276765,MIR8073,1,FALSE,NA
ENSG00000278099,RNVU1-2A,1,FALSE,NA
ENSG00000278338,VWA8-AS1,1,FALSE,NA
ENSG00000283359,MIR3977,1,FALSE,NA
ENSG00000283403,LOC100420587,1,FALSE,NA
ENSG00000283468,MIR4454,1,FALSE,NA
ENSG00000283572,MIR4251,1,FALSE,NA
ENSG00000283603,MIR4302,1,FALSE,NA
ENSG00000283609,MIR4662A,1,FALSE,NA
ENSG00000283726,MIR5193,1,FALSE,NA
ENSG00000283971,MIR4442,1,FALSE,NA
ENSG00000284288,MIR378D2,1,FALSE,NA
ENSG00000284680,OR8B2,1,FALSE,NA
ENSG00000285551,LOC124902436,1,FALSE,NA
ENSG00000285866,LINC02852,1,FALSE,NA
ENSG00000286352,LOC105376975,1,FALSE,NA
ENSG00000286359,LOC124902473,1,FALSE,NA
ENSG00000286380,LOC105375501,1,FALSE,NA
ENSG00000286685,LOC124902128,1,FALSE,NA
ENSG00000286737,LOC105373508,1,FALSE,NA
ENSG00000287585,LOC122319696,1,FALSE,NA
ENSG00000287838,LOC124902157,1,FALSE,NA
ENSG00000288708,LOC127903862,1,FALSE,NA
ENSG00000289623,LOC101929614,1,FALSE,NA
ENSG00000289709,LOC105378979,1,FALSE,NA
ENSG00000289856,LOC105373432,1,FALSE,NA
ENSG00000290203,NOX5,1,FALSE,NA
ENSG00000290807,LOC105370364,1,FALSE,NA
ENSG00000291119,DPY19L2P4,1,FALSE,NA
ENSG00000291157,LOC124904158,1,FALSE,NA
ENSG00000291213,DPY19L2P3,1,FALSE,NA
ENSG00000293230,KRT19P2,1,FALSE,NA
ENSG00000293307,UBE2DNL,1,FALSE,NA
ENSG00000293489,CMAHP,1,FALSE,NA
ENSG00000293490,SLC66A1LP,1,FALSE,NA
